customer_id,first_name,last_name,age,email,phone_number,address,city,state,postal_code,country,account_balance,monthly_payment,contract_length,data_usage,voice_usage,text_usage,plan_type,device_type,device_brand,device_model,customer_since,last_payment_date,churned,customer_rating,customer_complaints,customer_satisfaction,customer_engagement,customer_lifetime_value,customer_segment,customer_referral,customer_loyalty
324,Kristen,Altofts,30,kaltofts8z@go.com,999-947-8663,93970 Prentice Lane,Xinhua,,,China,Yuan Renminbi,Dong,23,5.29,277.85,442.91,family,feature phone,LG,iPhone X,2/11/2011,1/29/2020,false,4,4,7,12.95,Ringgit,high-value,false,true
325,Elliot,Yesipov,79,eyesipov90@chicagotribune.com,614-370-8209,550 Talisman Lane,Seropédica,,23890-000,Brazil,Real,Peso,15,44.81,271.49,419.34,prepaid,feature phone,LG,V40 ThinQ,10/3/2012,5/18/2020,true,4,1,3,89.77,Real,high-value,false,false
326,Gherardo,Lelliott,80,glelliott91@gnu.org,945-146-5338,14 Montana Center,Şabyā,,,Saudi Arabia,Rial,Naira,11,29.96,964.72,151.28,family,tablet,Apple,V40 ThinQ,5/22/2016,9/30/2021,true,1,8,8,42.27,Yuan Renminbi,medium-value,true,true
327,Gerri,Lourens,39,glourens92@yolasite.com,548-333-3151,0 Melvin Center,Chikwawa,,,Malawi,Kwacha,Krona,21,28.93,920.38,424.96,postpaid,tablet,LG,V40 ThinQ,5/15/2014,6/23/2020,false,2,7,4,22.61,Euro,low-value,false,false
328,Emmit,Birney,63,ebirney93@ftc.gov,797-787-4930,21 Lunder Lane,Béthune,Nord-Pas-de-Calais,62404 CEDEX,France,Euro,Yuan Renminbi,1,47.95,209.17,267.17,family,feature phone,Google,Galaxy S10,4/4/2019,7/7/2020,true,4,8,10,32.77,Yuan Renminbi,high-value,true,false
329,Orelle,Perrat,33,operrat94@godaddy.com,571-567-9513,4 Victoria Terrace,Hankazi,,,China,Yuan Renminbi,Dirham,2,52.48,197.45,808.3,prepaid,feature phone,Google,Galaxy S10,10/29/2010,7/8/2021,true,3,6,3,20.51,Yuan Renminbi,low-value,true,false
330,Lennie,Dafydd,46,ldafydd95@google.cn,613-854-8565,87 Sommers Road,Vallentuna,Stockholm,186 31,Sweden,Krona,Zloty,10,81.47,996.29,575.92,family,feature phone,LG,Pixel 4,6/22/2014,11/24/2021,false,3,5,2,23.34,Yuan Renminbi,high-value,true,false
331,Leontine,Bowdon,81,lbowdon96@hostgator.com,185-418-7025,7445 Golf Avenue,Las Flores,Coahuila De Zaragoza,25290,Mexico,Peso,Zloty,24,4.88,964.95,607.78,prepaid,tablet,Samsung,Galaxy S10,4/11/2017,5/18/2021,false,5,9,1,2.04,Ruble,low-value,true,true
332,Freddi,Verrill,34,fverrill97@g.co,205-619-4971,20998 Nancy Point,Budzów,,34-211,Poland,Zloty,Peso,9,0.57,370.77,592.44,postpaid,feature phone,Samsung,iPhone X,10/2/2017,1/20/2020,true,1,9,4,92.39,Ruble,medium-value,false,true
333,Papagena,Dymocke,45,pdymocke98@constantcontact.com,745-626-7672,556 3rd Court,Naga,,7004,Philippines,Peso,Rupiah,14,91.01,643.39,537.74,family,tablet,LG,Pixel 4,5/25/2011,6/20/2020,true,5,7,1,85.12,Euro,high-value,false,true
334,Ranice,Oulet,60,roulet99@tiny.cc,579-851-1585,87 Acker Parkway,Martinópolis,,19500-000,Brazil,Real,Escudo,12,76.0,93.37,326.23,postpaid,tablet,Google,Galaxy S10,5/18/2016,6/22/2020,false,3,1,5,55.11,Yuan Renminbi,medium-value,true,true
335,Bonny,Deal,23,bdeal9a@hubpages.com,844-887-7464,7 Straubel Parkway,Qulai,,,China,Yuan Renminbi,Euro,5,13.1,25.42,304.57,prepaid,tablet,Apple,iPhone X,1/13/2018,1/22/2020,false,1,1,7,20.73,Rupiah,high-value,false,true
336,Clayson,Whapples,55,cwhapples9b@rediff.com,454-128-4560,46945 Aberg Plaza,Paris 02,Île-de-France,75075 CEDEX 02,France,Euro,Peso,20,42.35,18.65,322.63,prepaid,smartphone,Google,Pixel 4,5/16/2010,9/17/2020,true,3,4,10,20.78,Peso,medium-value,true,true
337,Idelle,Beningfield,18,ibeningfield9c@freewebs.com,514-765-2112,03 Loftsgordon Parkway,Fortaleza,,60000-000,Brazil,Real,Peso,15,87.34,959.3,373.06,family,tablet,LG,V40 ThinQ,11/16/2013,10/30/2020,false,5,6,3,41.82,Lek,high-value,true,true
338,Alexandre,Rowlson,73,arowlson9d@aboutads.info,700-553-0194,7 Raven Pass,Valladolid,Castilla - Leon,47015,Spain,Euro,Zloty,4,84.41,314.99,494.79,family,feature phone,Google,Pixel 4,1/9/2012,8/18/2020,true,1,5,8,58.37,Euro,high-value,false,false
339,Louisa,Messam,41,lmessam9e@cargocollective.com,182-853-5171,72 Coleman Terrace,Mitrovicë,,,Kosovo,Euro,Yuan Renminbi,18,21.72,943.66,7.18,prepaid,feature phone,Samsung,V40 ThinQ,12/27/2011,2/3/2021,false,5,1,10,7.51,Sol,high-value,false,true
340,Filia,Way,46,fway9f@cpanel.net,162-766-5216,97014 Ridge Oak Way,Fovissste,Puebla,75483,Mexico,Peso,Euro,6,39.13,577.08,197.67,postpaid,smartphone,Samsung,V40 ThinQ,5/23/2013,12/17/2020,true,1,5,6,75.57,Rupiah,low-value,true,false
341,Nevile,Ilieve,47,nilieve9g@sina.com.cn,504-813-1560,2 Carberry Trail,New Orleans,Louisiana,70149,United States,Dollar,Euro,7,28.53,346.46,753.94,family,smartphone,Motorola,V40 ThinQ,4/17/2021,12/1/2021,false,2,3,4,88.13,Zloty,high-value,false,true
342,Kellen,Lejeune,50,klejeune9h@mapquest.com,702-693-7489,2060 Bultman Terrace,Xarardheere,,,Somalia,Shilling,Peso,15,8.16,528.62,64.68,prepaid,tablet,Apple,Galaxy S10,1/30/2020,10/14/2021,true,1,0,9,70.35,Krona,high-value,false,true
343,Jolyn,Borborough,71,jborborough9i@about.com,972-962-5767,9487 Anthes Park,Tongle,,,China,Yuan Renminbi,Euro,21,19.27,549.35,123.82,family,smartphone,LG,Galaxy S10,12/16/2019,3/27/2020,false,2,6,6,55.67,Yuan Renminbi,high-value,false,true
344,Torry,Gawthrope,61,tgawthrope9j@comcast.net,766-599-2586,10 Mandrake Drive,Sindon,,2708,Philippines,Peso,Dollar,13,71.15,297.33,465.79,family,tablet,Apple,iPhone X,12/8/2014,5/29/2021,false,4,4,5,37.87,Ruble,medium-value,false,false
345,Moises,Collyer,76,mcollyer9k@yahoo.com,624-399-9765,07 South Plaza,Krosno,,38-411,Poland,Zloty,Euro,11,0.94,841.52,674.65,prepaid,smartphone,LG,Galaxy S10,9/15/2014,7/22/2020,false,2,8,8,66.69,Zloty,high-value,false,false
346,Ralf,Romaint,71,rromaint9l@mlb.com,914-331-4809,76041 Atwood Crossing,Karpinsk,,624936,Russia,Ruble,Pound,11,81.35,865.06,184.84,postpaid,smartphone,LG,iPhone X,11/18/2021,6/12/2020,false,1,10,4,51.3,Yuan Renminbi,medium-value,false,true
347,Wilton,Leaves,30,wleaves9m@amazon.com,923-183-8577,5 North Street,Nowy Tomyśl,,64-300,Poland,Zloty,Dollar,6,32.83,242.99,193.85,postpaid,tablet,Motorola,Galaxy S10,9/24/2019,7/27/2020,true,3,6,2,32.29,Forint,high-value,true,true
348,Estelle,Glennard,75,eglennard9n@chicagotribune.com,772-723-9153,2 Welch Trail,Mafraq,,,Jordan,Dinar,Zloty,20,97.12,975.55,501.46,family,tablet,Motorola,iPhone X,4/24/2015,9/22/2021,true,4,9,4,85.26,Euro,medium-value,true,false
349,Reginald,Cakes,84,rcakes9o@icq.com,996-102-8369,03285 Superior Alley,Grammatikó,,,Greece,Euro,Euro,20,48.38,574.13,887.03,family,tablet,Apple,Pixel 4,12/7/2012,6/26/2020,true,3,2,5,52.06,Yuan Renminbi,high-value,true,true
350,Ammamaria,Lindro,61,alindro9p@domainmarket.com,483-435-5390,47196 Onsgard Alley,Jiusi,,,China,Yuan Renminbi,Dinar,20,61.63,200.29,913.46,family,smartphone,Apple,Pixel 4,12/8/2021,3/19/2021,true,3,0,7,86.93,Lev,high-value,false,false
351,Ab,Naisbit,68,anaisbit9q@engadget.com,862-262-5937,64322 Kipling Road,Narva-Jõesuu,,,Estonia,Euro,Ruble,18,50.03,200.01,960.98,family,smartphone,LG,V40 ThinQ,6/20/2016,6/10/2021,false,1,5,4,55.18,Peso,low-value,false,true
352,Clemmie,Cluelow,54,ccluelow9r@tripod.com,752-203-6611,6 Fuller Lane,Malitubog,,9413,Philippines,Peso,Won,20,6.48,964.78,423.82,family,smartphone,Google,V40 ThinQ,3/15/2011,12/29/2020,false,2,9,9,77.52,Koruna,medium-value,true,false
353,Corny,Dowse,55,cdowse9s@jalbum.net,738-807-4934,7 Knutson Center,Kristiansund N,More og Romdal,6517,Norway,Krone,Boliviano,8,38.3,667.23,107.34,prepaid,feature phone,Motorola,Pixel 4,2/24/2020,5/7/2020,true,4,1,10,69.65,Yen,high-value,false,false
354,Blayne,Gadman,33,bgadman9t@archive.org,295-993-0460,132 Sage Road,Karnobat,,8438,Bulgaria,Lev,Yen,9,50.0,16.51,725.37,postpaid,smartphone,Samsung,iPhone X,8/27/2019,4/20/2021,true,4,1,8,41.58,Rupiah,low-value,false,true
355,Simone,Pleavin,82,spleavin9u@cmu.edu,259-616-6855,2629 Nobel Place,Kedungsinggil,,,Indonesia,Rupiah,Ouguiya,22,25.79,900.04,150.41,family,smartphone,Motorola,Galaxy S10,2/15/2019,2/4/2021,true,3,9,10,73.14,Yuan Renminbi,high-value,false,true
356,Jorie,Matiashvili,47,jmatiashvili9v@odnoklassniki.ru,632-580-3779,67 Helena Junction,Ngora,,,Uganda,Shilling,Euro,6,86.83,675.35,918.82,postpaid,smartphone,Motorola,Galaxy S10,11/5/2015,10/25/2020,false,1,7,4,9.05,Rupiah,high-value,true,true
357,Bartholomeo,Linstead,72,blinstead9w@weibo.com,703-967-6955,0 Onsgard Trail,Tramandaí,,95590-000,Brazil,Real,Real,19,26.46,595.97,155.72,family,smartphone,Samsung,iPhone X,11/20/2015,9/12/2021,false,4,4,2,55.7,Yuan Renminbi,high-value,false,true
358,Prent,Matzkaitis,26,pmatzkaitis9x@google.nl,512-395-7640,39 Welch Circle,Suishan,,,China,Yuan Renminbi,Euro,7,3.23,351.86,342.73,family,tablet,Apple,Pixel 4,9/17/2012,11/10/2021,false,1,2,6,93.61,Lev,high-value,true,true
359,Bucky,Blasiak,32,bblasiak9y@hubpages.com,489-239-3641,2331 Loeprich Drive,Maubara,,,East Timor,Dollar,Krona,9,92.6,251.87,525.97,prepaid,tablet,Google,Pixel 4,4/11/2021,8/20/2020,false,2,10,7,16.78,Yen,medium-value,false,false
360,Vinson,Coggings,35,vcoggings9z@goo.ne.jp,269-417-8427,52980 Grover Center,Pardelhas,Aveiro,3870-207,Portugal,Euro,Peso,18,13.55,591.3,452.41,family,feature phone,Google,iPhone X,1/30/2021,1/13/2021,false,2,7,6,31.9,Peso,medium-value,false,false
361,Kyle,Syrie,67,ksyriea0@homestead.com,226-495-2696,52 Lakewood Road,Tashla,,461199,Russia,Ruble,Real,2,8.31,873.16,200.12,family,tablet,Apple,iPhone X,10/4/2018,9/1/2020,false,5,8,5,90.53,Euro,low-value,true,false
362,Torey,Badrick,78,tbadricka1@epa.gov,316-906-7166,9001 Texas Park,Toyós,,,Honduras,Lempira,Dinar,17,62.92,287.25,381.37,family,tablet,Apple,iPhone X,3/28/2010,9/19/2020,true,2,3,10,82.03,Tugrik,low-value,false,true
363,Ernest,Folder,49,efoldera2@weather.com,819-768-6571,415 Basil Circle,Fengyang Fuchengzhen,,,China,Yuan Renminbi,Rupiah,21,3.45,197.73,540.04,postpaid,tablet,Apple,V40 ThinQ,12/16/2016,12/8/2020,false,4,8,7,72.49,Krona,medium-value,false,false
364,Pietro,Cromett,82,pcrometta3@ebay.com,903-801-2151,13199 Prairie Rose Road,Kynopiástes,,,Greece,Euro,Yuan Renminbi,19,34.62,667.01,17.48,prepaid,smartphone,Google,Galaxy S10,3/8/2013,9/12/2021,true,1,9,6,79.97,Rupiah,medium-value,true,false
365,Rici,Jayme,43,rjaymea4@forbes.com,611-976-1596,50822 Emmet Point,Sarkand,,,Kazakhstan,Tenge,Yuan Renminbi,3,46.89,572.1,704.27,postpaid,tablet,LG,iPhone X,9/13/2017,3/12/2020,true,4,4,9,75.41,Yen,high-value,true,true
366,Annalee,Drakeford,46,adrakeforda5@printfriendly.com,643-189-0661,535 Bunker Hill Park,Praia,,,Cape Verde,Escudo,Lek,2,58.59,495.75,212.14,postpaid,feature phone,Apple,Pixel 4,1/17/2011,11/8/2020,true,4,1,3,89.22,Koruna,high-value,true,false
367,Zorine,Stain,49,zstaina6@walmart.com,346-486-7315,7863 Kennedy Lane,Qingfeng,,,China,Yuan Renminbi,Real,23,56.85,629.67,110.63,family,tablet,Apple,iPhone X,8/16/2021,7/27/2021,false,5,10,5,91.56,Baht,high-value,false,true
368,Cherin,Oldfield,73,coldfielda7@bigcartel.com,582-802-4025,30510 Wayridge Court,Daxin,,,China,Yuan Renminbi,Yuan Renminbi,21,22.46,938.42,472.79,prepaid,tablet,Motorola,iPhone X,10/8/2013,12/27/2020,false,5,10,4,82.9,Peso,low-value,true,false
369,Monica,Bessom,28,mbessoma8@mozilla.com,406-958-1005,02404 New Castle Drive,Pillpinto,,,Peru,Sol,Rupee,18,65.77,292.65,846.13,postpaid,feature phone,Google,Pixel 4,12/2/2012,1/11/2021,true,3,7,7,35.49,Balboa,medium-value,false,true
370,Brad,Belden,78,bbeldena9@techcrunch.com,400-720-2872,931 Donald Alley,Egindiköl,,,Kazakhstan,Tenge,Sol,11,7.21,373.91,576.78,family,feature phone,Google,iPhone X,1/14/2010,5/7/2021,true,2,3,4,79.64,Hryvnia,low-value,true,true
371,Basilius,Wheble,56,bwhebleaa@state.tx.us,798-366-8353,13 Oxford Junction,Shuanggang,,,China,Yuan Renminbi,Bolivar,6,57.16,936.76,847.11,postpaid,feature phone,Samsung,V40 ThinQ,12/26/2015,4/2/2020,false,2,6,2,13.86,Afghani,high-value,true,false
372,Mallory,Gabbetis,21,mgabbetisab@joomla.org,780-182-4337,7 Esch Court,Huimin,,,China,Yuan Renminbi,Yuan Renminbi,10,69.5,508.53,594.4,family,feature phone,Samsung,iPhone X,4/24/2018,6/22/2020,false,4,5,2,5.08,Peso,high-value,true,true
373,Kittie,Hake,21,khakeac@xrea.com,905-727-1333,0 Tennessee Center,Lisala,,,Democratic Republic of the Congo,Franc,Dollar,15,71.49,862.66,129.7,postpaid,smartphone,Google,V40 ThinQ,6/10/2020,9/26/2021,true,3,9,3,69.18,Rial,low-value,false,false
374,Lona,Sangwine,69,lsangwinead@indiatimes.com,745-807-3014,8 Lien Plaza,Campaka,,,Indonesia,Rupiah,Yuan Renminbi,9,53.27,394.47,392.01,prepaid,feature phone,Google,Pixel 4,12/21/2017,10/5/2021,true,1,5,6,73.93,Taka,high-value,false,true
375,Alika,Petyt,65,apetytae@intel.com,759-485-1343,02174 Bluejay Center,Poitiers,Poitou-Charentes,86083 CEDEX 9,France,Euro,Real,11,80.74,359.69,159.02,postpaid,smartphone,LG,Pixel 4,11/7/2018,3/30/2020,false,4,2,7,34.89,Ruble,low-value,false,false
376,Beniamino,Chinnock,60,bchinnockaf@mit.edu,714-496-6680,6 Center Plaza,Casal de Cambra,Lisboa,2605-006,Portugal,Euro,Dollar,1,40.55,95.84,223.07,prepaid,smartphone,Motorola,V40 ThinQ,11/12/2017,12/6/2020,false,4,0,7,18.14,Naira,high-value,false,false
377,Genevieve,Messitt,28,gmessittag@toplist.cz,668-851-0173,7639 Carpenter Crossing,Kabakovo,,357367,Russia,Ruble,Yuan Renminbi,4,51.29,703.69,229.7,postpaid,feature phone,LG,Pixel 4,12/30/2015,5/21/2020,false,1,7,5,21.87,Tugrik,medium-value,false,true
378,Nobie,Sikorsky,75,nsikorskyah@cdbaby.com,177-135-7138,52 Troy Junction,Bantog,,2445,Philippines,Peso,Rupiah,6,59.66,85.24,543.37,family,tablet,Google,iPhone X,10/28/2010,4/19/2020,true,1,6,4,61.34,Franc,medium-value,false,true
379,Eberto,Abramov,53,eabramovai@pen.io,214-536-4328,29 Heffernan Hill,Konstantinovskoye,,356500,Russia,Ruble,Baht,1,39.63,804.67,555.03,prepaid,tablet,Motorola,Galaxy S10,10/25/2018,6/24/2021,true,5,9,5,60.25,Dollar,high-value,true,false
380,Derk,Copperwaite,74,dcopperwaiteaj@linkedin.com,459-428-4522,0674 Steensland Plaza,Halayhayin,,4010,Philippines,Peso,Yuan Renminbi,21,79.71,253.66,389.67,family,smartphone,LG,V40 ThinQ,1/31/2020,10/22/2021,true,5,7,8,79.92,Peso,medium-value,true,true
381,Samuele,Havvock,35,shavvockak@washington.edu,481-335-0464,3 Porter Hill,São Miguel dos Campos,,57240-000,Brazil,Real,Yuan Renminbi,5,41.66,416.72,111.96,family,tablet,LG,iPhone X,4/21/2014,3/5/2020,false,3,3,2,84.6,Peso,medium-value,true,true
382,Stavros,Lambert-Ciorwyn,28,slambertciorwynal@netlog.com,741-431-0470,37240 Becker Court,Yinghua,,,China,Yuan Renminbi,Won,9,84.75,290.34,569.67,family,smartphone,LG,Pixel 4,3/9/2020,10/16/2020,true,1,10,1,2.3,Ruble,medium-value,true,true
383,Cindelyn,MacSween,40,cmacsweenam@360.cn,384-439-4304,2027 Talisman Alley,Oroqen Zizhiqi,,,China,Yuan Renminbi,Yuan Renminbi,9,56.86,568.36,329.07,family,smartphone,Google,Pixel 4,4/3/2017,1/5/2021,false,3,1,6,84.89,Pound,high-value,true,true
384,Doralin,Pankethman,54,dpankethmanan@wikia.com,667-538-4775,31509 Kingsford Court,El Mirador,Veracruz Llave,93429,Mexico,Peso,Yuan Renminbi,20,13.58,460.4,292.9,family,feature phone,Google,Galaxy S10,8/5/2021,12/9/2020,false,4,4,1,92.11,Sol,high-value,false,true
385,Magdalene,Tippin,54,mtippinao@amazonaws.com,501-527-8243,0360 Anzinger Plaza,North Little Rock,Arkansas,72199,United States,Dollar,Krone,16,33.81,597.35,573.81,family,feature phone,Apple,V40 ThinQ,4/2/2013,3/1/2020,false,2,1,5,37.79,Rupiah,medium-value,true,true
386,Marcelline,Scrowson,34,mscrowsonap@wsj.com,860-856-5360,01392 Colorado Place,Jūrmala,,,Latvia,Euro,Franc,7,48.12,436.49,71.66,family,tablet,Motorola,iPhone X,11/20/2014,7/1/2020,true,4,8,3,17.74,Rupee,medium-value,false,false
387,Cam,Isham,55,cishamaq@ow.ly,443-266-4408,69 Ilene Avenue,Póvoa do Valado,Aveiro,3810-760,Portugal,Euro,Rupiah,15,34.13,460.34,338.03,family,smartphone,Google,V40 ThinQ,2/14/2016,4/21/2021,true,4,4,1,72.51,Yuan Renminbi,high-value,true,true
388,Darill,Isoldi,60,disoldiar@noaa.gov,208-667-7112,00014 Burning Wood Way,Marneuli,,,Georgia,Lari,Real,11,1.05,325.24,305.45,prepaid,tablet,Samsung,iPhone X,10/16/2018,4/14/2021,true,1,9,4,91.79,Krona,low-value,false,true
389,Moishe,Keyson,66,mkeysonas@paginegialle.it,133-400-7091,6504 Manley Terrace,Ubrub,,,Indonesia,Rupiah,Cordoba,12,56.8,456.52,328.06,family,smartphone,Google,V40 ThinQ,4/2/2015,5/20/2020,true,3,1,9,58.1,Rupiah,high-value,false,true
390,Cyndie,Malkin,74,cmalkinat@nba.com,160-827-0789,63 Bartillon Alley,Tékane,,,Mauritania,Ouguiya,Naira,20,21.69,677.79,11.94,prepaid,feature phone,Apple,iPhone X,2/25/2016,1/22/2021,true,4,10,10,33.03,Rupiah,high-value,true,false
391,Fergus,Whiffin,69,fwhiffinau@springer.com,106-382-4527,874 Weeping Birch Place,Russeifa,,,Jordan,Dinar,Krona,21,2.09,35.31,847.86,family,tablet,Samsung,V40 ThinQ,9/28/2019,7/19/2020,false,5,9,7,88.12,Gourde,low-value,true,false
392,Olia,Issit,76,oissitav@github.io,311-667-5487,6 Cody Parkway,Messina,Sicilia,98157,Italy,Euro,Yuan Renminbi,8,53.79,521.92,276.95,postpaid,tablet,Google,V40 ThinQ,11/1/2016,3/29/2020,false,4,0,9,55.57,Yen,low-value,false,false
393,Elonore,Schubuser,24,eschubuseraw@blog.com,739-896-6647,1111 Paget Pass,San Mariano,,3332,Philippines,Peso,Rupiah,20,20.61,696.09,483.63,postpaid,smartphone,Motorola,V40 ThinQ,10/11/2015,6/26/2021,true,1,0,2,47.55,Peso,low-value,false,true
394,Conant,Boddymead,64,cboddymeadax@furl.net,671-740-4697,5 Elmside Park,Votuporanga,,15500-000,Brazil,Real,Peso,14,29.85,91.99,719.64,postpaid,feature phone,Motorola,Pixel 4,9/4/2014,10/11/2021,false,4,4,6,73.1,Shilling,medium-value,true,true
395,Jasun,Duckworth,31,jduckworthay@opera.com,628-680-3162,7 Namekagon Point,Shchuchin,,,Belarus,Ruble,Yuan Renminbi,6,42.98,367.72,263.96,prepaid,tablet,Google,Galaxy S10,8/4/2016,11/26/2021,true,2,10,4,38.62,Euro,medium-value,false,false
396,Janenna,Julian,39,jjulianaz@kickstarter.com,639-103-6850,88 Basil Center,Manukau City,,2246,New Zealand,Dollar,Yuan Renminbi,2,44.27,544.5,105.13,family,tablet,LG,Pixel 4,8/24/2020,11/20/2020,false,3,8,4,85.85,Rupiah,medium-value,false,false
397,Calhoun,Priddy,21,cpriddyb0@shinystat.com,702-145-9828,07 Hanover Street,Muḩammad Āghah Wuluswālī,,,Afghanistan,Afghani,Yuan Renminbi,2,61.01,927.25,650.42,prepaid,tablet,Apple,V40 ThinQ,12/20/2013,10/7/2020,false,3,5,9,98.04,Peso,low-value,true,false
398,Sigvard,Catterell,25,scatterellb1@usgs.gov,249-406-5392,08832 Hagan Pass,Akhmīm,,,Egypt,Pound,Ruble,8,98.35,946.75,532.6,postpaid,feature phone,Apple,Galaxy S10,12/12/2013,3/24/2021,false,2,3,5,13.99,Shilling,medium-value,false,false
399,Rani,Elverston,75,relverstonb2@1688.com,755-461-2589,846 Rieder Center,Melrose,,,Mauritius,Rupee,Won,1,6.24,90.8,44.5,family,feature phone,LG,Galaxy S10,9/16/2018,7/11/2020,false,4,7,8,39.92,Yuan Renminbi,medium-value,true,false
400,Harlin,Corroyer,22,hcorroyerb3@ibm.com,713-173-3105,667 Superior Road,Trasak,,,Indonesia,Rupiah,Krona,12,67.93,301.2,718.89,prepaid,smartphone,Google,Galaxy S10,9/19/2014,1/14/2020,false,3,4,8,12.32,Euro,high-value,false,false
401,Dugald,Antyshev,65,dantyshevb4@tripod.com,609-945-8943,585 Riverside Parkway,Hamberang Sabrang,,,Indonesia,Rupiah,Rupiah,11,90.52,368.36,678.31,prepaid,feature phone,Apple,V40 ThinQ,2/18/2018,5/18/2020,false,5,0,9,49.92,Peso,low-value,true,true
402,Myrtie,Belin,73,mbelinb5@ask.com,713-763-2250,16533 Chinook Plaza,Shanxia,,,China,Yuan Renminbi,Ruble,3,30.63,986.4,700.74,family,smartphone,Motorola,iPhone X,5/18/2012,3/28/2020,false,4,3,9,57.72,Dollar,high-value,false,false
403,Tobin,Wadlow,46,twadlowb6@fc2.com,166-350-5711,30941 Nelson Street,Las Varas,,5941,Argentina,Peso,Yuan Renminbi,2,24.8,395.04,615.71,prepaid,tablet,Samsung,iPhone X,5/15/2019,5/30/2021,true,2,0,2,53.33,Hryvnia,high-value,false,false
404,Jason,Shepeard,59,jshepeardb7@1und1.de,760-641-8703,67363 Monument Trail,Suay,,8708,Philippines,Peso,Franc,24,71.52,878.67,510.95,family,tablet,Google,Pixel 4,3/27/2014,11/8/2021,false,4,0,9,63.66,Pound,low-value,false,true
405,Lotte,Pace,40,lpaceb8@who.int,948-593-5485,34 Lunder Street,Urasqui,,,Peru,Sol,Yuan Renminbi,6,86.54,655.92,295.82,postpaid,tablet,Motorola,V40 ThinQ,7/17/2017,6/7/2021,false,1,5,1,78.91,Peso,low-value,false,true
406,Agnese,Causby,47,acausbyb9@gov.uk,481-240-4276,04 Oak Court,Baabda,,,Lebanon,Pound,Real,24,4.76,858.93,929.2,family,feature phone,LG,V40 ThinQ,4/18/2013,8/2/2020,false,1,8,7,87.07,Rupiah,high-value,true,false
407,Keenan,Sobieski,67,ksobieskiba@mac.com,317-196-6338,95910 Swallow Point,Łąck,,09-520,Poland,Zloty,Zloty,23,37.19,598.13,807.22,prepaid,tablet,Samsung,V40 ThinQ,11/24/2013,4/2/2021,false,4,10,2,45.25,Euro,low-value,true,true
408,Dyanne,Venton,23,dventonbb@networksolutions.com,240-103-2297,73472 Thackeray Circle,Tual,,,Indonesia,Rupiah,Zloty,8,23.7,644.88,95.46,family,feature phone,LG,Pixel 4,12/6/2015,3/24/2020,false,1,5,8,92.75,Ruble,low-value,false,false
409,Marylinda,Bartholin,42,mbartholinbc@rakuten.co.jp,648-138-5505,358 Grover Terrace,San José de Comayagua,,,Honduras,Lempira,Rupiah,22,84.15,975.37,56.15,prepaid,smartphone,Motorola,Pixel 4,5/10/2017,9/16/2021,false,2,9,7,85.76,Euro,low-value,true,true
410,Fayth,Blest,45,fblestbd@merriam-webster.com,600-659-9517,930 Holmberg Parkway,Carpenter,,2009,Philippines,Peso,Euro,16,6.54,511.23,952.27,postpaid,smartphone,Apple,V40 ThinQ,4/26/2012,3/6/2020,true,3,7,10,98.73,Euro,low-value,false,true
411,Merrielle,Wrightham,78,mwrighthambe@dailymail.co.uk,439-788-5713,702 Cardinal Court,Barão de São Miguel,Faro,8650-005,Portugal,Euro,Ruble,1,4.02,44.57,978.53,postpaid,tablet,Apple,V40 ThinQ,7/11/2010,3/18/2021,false,4,7,4,99.45,Peso,medium-value,false,true
412,Georgeta,Ryman,76,grymanbf@mozilla.com,263-379-6336,8 Grim Circle,Cascais,Lisboa,2750-099,Portugal,Euro,Guarani,20,77.32,838.95,969.17,prepaid,smartphone,Motorola,Pixel 4,9/8/2010,1/28/2020,false,1,8,8,64.8,Krona,low-value,false,false
413,Joyce,Boardman,56,jboardmanbg@psu.edu,781-490-6442,7 Briar Crest Street,Raydah,,,Yemen,Rial,Lev,10,32.76,470.95,759.21,family,feature phone,Apple,iPhone X,11/8/2016,5/28/2020,false,4,0,8,62.39,Yuan Renminbi,low-value,true,true
414,Morley,Duinbleton,43,mduinbletonbh@geocities.com,344-168-7782,69296 Nelson Road,Las Palmas,Guanajuato,36200,Mexico,Peso,Yuan Renminbi,18,29.41,325.58,726.23,postpaid,tablet,Samsung,V40 ThinQ,7/28/2010,5/13/2021,false,5,2,7,90.39,Krona,high-value,false,true
415,Leanora,Inggall,81,linggallbi@icio.us,671-892-1819,69530 Anthes Alley,Nanhai,,,China,Yuan Renminbi,Shilling,3,24.11,17.73,212.9,prepaid,feature phone,Google,Galaxy S10,8/5/2017,4/20/2020,true,1,9,2,45.57,Yuan Renminbi,low-value,true,true
416,Reggie,Millhouse,77,rmillhousebj@fastcompany.com,619-195-5538,6889 International Plaza,Beipai,,,China,Yuan Renminbi,Rupiah,22,92.74,337.65,907.38,prepaid,tablet,Samsung,V40 ThinQ,1/10/2020,8/23/2021,false,3,1,6,14.94,Krona,high-value,false,false
417,Stanford,Dundendale,79,sdundendalebk@pinterest.com,127-869-3016,8227 Jana Drive,Sanxi,,,China,Yuan Renminbi,Euro,1,90.74,114.82,518.71,prepaid,tablet,LG,Pixel 4,3/19/2017,7/22/2021,false,4,4,9,6.69,Rupee,high-value,true,true
